Outlet_ID,status,orig_lat,orig_lon
OUT_00057,valid,6.887791,79.828195
OUT_00058,valid,6.777521,80.094552
OUT_00059,valid,6.718674,80.04678
OUT_00060,valid,7.113935,79.881463
OUT_00061,valid,6.905677,80.009854
OUT_00062,valid,6.720534,79.919646
OUT_00063,valid,6.792167,79.824262
OUT_00064,valid,6.786647,79.846931
OUT_00065,valid,7.030099,79.88398
OUT_00066,valid,7.00586,79.92588
OUT_00067,valid,6.87094,79.82754
OUT_00068,valid,6.787665,79.805148
OUT_00069,valid,6.932337,79.994932
OUT_00070,valid,6.722652,79.912384
OUT_00071,valid,6.969689,80.005189
OUT_00072,valid,7.100475,80.003151
OUT_00073,valid,6.972808,80.082439
OUT_00074,valid,6.803342,79.882188
OUT_00075,valid,7.041503,79.821357
OUT_00076,valid,7.107234,79.884556
OUT_00077,valid,7.138736,80.020521
OUT_00078,valid,6.911735,79.970556
OUT_00079,valid,6.886009,80.032924
OUT_00080,valid,6.914497,80.025261
OUT_00081,valid,6.952626,80.047937
OUT_00082,valid,6.705419,80.071615
OUT_00083,valid,6.986719,79.989551
OUT_00084,valid,7.036259,80.025712
OUT_00085,valid,7.165465,80.092274
OUT_00086,valid,7.143852,79.905275
OUT_00087,valid,7.118482,80.060061
OUT_00088,valid,6.898326,80.067569
OUT_00089,valid,6.990653,80.058942
OUT_00090,zero_coords,0.0,0.0
OUT_00091,valid,6.888994,80.011525
OUT_00092,valid,6.946313,79.803406
OUT_00093,valid,7.111395,80.023263
OUT_00094,valid,6.887435,79.885714
OUT_00095,valid,7.18895,79.966802
OUT_00096,valid,7.196482,79.822139
OUT_00097,valid,6.783108,79.865043
OUT_00098,valid,6.892101,80.02113
OUT_00099,valid,6.927828,79.98604
OUT_00100,valid,6.814697,79.879781
OUT_00101,valid,7.049081,79.960829
OUT_00102,valid,6.766593,79.82286
OUT_00103,valid,7.006708,79.925473
OUT_00104,valid,6.713183,79.912939
OUT_00105,valid,6.997065,79.914267
OUT_00106,valid,6.731756,79.811047
OUT_00107,valid,7.045857,79.960304
OUT_00108,valid,7.084494,80.08343
OUT_00109,valid,6.76458,80.086215
OUT_00110,valid,6.879081,79.834067
OUT_00111,valid,6.960082,80.055654
OUT_00112,valid,7.095909,79.976987
OUT_00113,valid,7.019681,80.041513
OUT_00114,valid,7.004044,79.990993
OUT_00115,valid,6.973723,79.935273
OUT_00116,valid,7.048821,80.038942
OUT_00117,valid,6.829122,79.937741
OUT_00118,valid,6.804565,79.973895
OUT_00119,valid,6.992383,79.92009
OUT_00120,valid,7.033779,79.851696
OUT_00121,valid,6.839295,79.853103
OUT_00122,valid,6.877996,80.068265
OUT_00123,valid,6.719656,80.039823
OUT_00124,valid,6.778489,79.913186
OUT_00125,valid,6.998639,80.095877
OUT_00126,valid,7.079978,79.95938
OUT_00127,valid,6.826218,80.014005
OUT_00128,valid,6.715236,80.060164
OUT_00129,valid,7.068703,79.854685
OUT_00130,valid,6.967668,79.869965
OUT_00131,valid,7.094586,79.949533
OUT_00132,valid,6.978871,79.975961
OUT_00133,valid,7.022959,79.971233
OUT_00134,valid,6.818613,79.830535
OUT_00135,valid,6.793284,79.885529
OUT_00136,valid,6.962256,79.923119
OUT_00137,valid,7.158698,79.80159
OUT_00138,valid,7.110431,80.015537
OUT_00139,valid,7.084746,79.856113
OUT_00140,valid,7.068124,79.958952
OUT_00141,valid,6.990619,79.846309
OUT_00142,valid,6.868302,79.840324
OUT_00143,valid,7.042286,79.82636
OUT_00144,valid,6.997819,79.941473
OUT_00145,valid,7.125364,80.023792
OUT_00146,valid,6.802501,79.913769
OUT_00147,valid,7.120914,79.841932
OUT_00148,valid,7.112566,79.855921
OUT_00149,valid,6.879415,80.06316
OUT_00150,valid,7.056891,80.0699
OUT_00151,valid,6.988743,79.906609
OUT_00152,valid,6.971425,79.929458
OUT_00153,valid,6.769636,80.038208
OUT_00154,valid,7.094299,79.845502
OUT_00155,valid,6.771564,79.861363
OUT_00156,valid,6.871041,80.046377
OUT_00157,valid,6.898644,80.039189
OUT_00158,valid,7.060018,79.992344
OUT_00159,valid,6.999515,80.04804
OUT_00160,valid,6.900426,79.938602
OUT_00161,valid,6.769558,79.830238
OUT_00162,valid,6.751106,80.075625
OUT_00163,valid,6.77627,79.972887
OUT_00164,valid,7.167184,80.077671
OUT_00165,valid,7.119449,79.837399
OUT_00166,valid,6.995638,79.919701
OUT_00167,valid,7.093895,79.981116
OUT_00168,valid,7.16148,79.93971
OUT_00169,valid,6.716423,80.073825
OUT_00170,valid,6.71694,79.893442
OUT_00171,swapped_fixed,79.999061,6.706547
OUT_00172,valid,6.978653,80.05819
OUT_00173,valid,6.997693,79.820123
OUT_00174,valid,6.80257,79.857206
OUT_00175,valid,6.732854,80.032658
OUT_00176,valid,6.940544,79.949104
OUT_00177,valid,6.737752,80.025974
OUT_00178,valid,7.100375,80.093679
OUT_00179,valid,6.975861,79.876167
OUT_00180,valid,6.869636,79.970833
OUT_00181,valid,7.102657,80.096619
OUT_00182,valid,7.034043,79.861495
OUT_00183,valid,6.742754,79.862366
OUT_00184,valid,6.910712,80.067802
OUT_00185,valid,7.112554,79.908918
OUT_00186,valid,7.086917,79.908827
OUT_00187,valid,7.089879,79.834271
OUT_00188,valid,6.942389,79.953737
OUT_00189,valid,6.828944,79.841807
OUT_00190,valid,6.78584,79.881692
OUT_00191,valid,7.107527,79.949427
OUT_00192,valid,7.114871,79.861926
OUT_00193,valid,7.136945,79.979224
OUT_00194,valid,7.157206,79.925631
OUT_00195,valid,6.783142,80.02141
OUT_00196,valid,6.894648,79.886608
OUT_00197,valid,7.174653,79.918995
OUT_00198,valid,6.715592,79.878679
OUT_00199,valid,7.177618,79.846402
OUT_00200,valid,6.737569,80.018457
OUT_00201,valid,6.929841,79.82278
OUT_00202,valid,6.836073,79.977069
OUT_00203,valid,6.768409,80.085071
OUT_00204,valid,7.179085,80.027518
OUT_00205,valid,7.046138,80.054759
OUT_00206,valid,7.046588,79.815479
OUT_00207,valid,7.199677,79.966742
OUT_00208,valid,7.04871,79.889205
OUT_00209,valid,7.131021,80.053365
OUT_00210,valid,7.025084,79.909409
OUT_00211,valid,7.062383,79.819607
OUT_00212,valid,7.030828,80.021357
OUT_00213,valid,6.81648,79.80732
OUT_00214,valid,6.792736,79.915189
OUT_00215,valid,7.083594,79.920579
OUT_00216,valid,7.192042,80.030482
OUT_00217,valid,6.819389,79.833142
OUT_00218,valid,6.816804,79.812628
OUT_00219,valid,6.754734,79.917489
OUT_00220,valid,6.744706,79.925274
OUT_00221,valid,7.006706,79.85011
OUT_00222,valid,7.003868,79.953807
OUT_00223,valid,6.793219,80.033875
OUT_00224,valid,6.808162,79.955478
OUT_00225,valid,6.957624,79.947356
OUT_00226,valid,7.011469,80.024361
OUT_00227,valid,6.745743,80.063238
OUT_00228,valid,7.177826,80.058638
OUT_00229,valid,6.743493,79.922536
OUT_00230,valid,6.966301,80.088637
OUT_00231,valid,6.730759,80.064872
OUT_00232,valid,6.873905,80.003405
OUT_00233,valid,6.96063,80.060448
OUT_00234,valid,7.118507,80.009241
OUT_00235,valid,6.779303,80.064261
OUT_00236,valid,6.764435,79.900536
OUT_00237,valid,6.978091,80.026991
OUT_00238,valid,7.190593,79.989544
OUT_00239,valid,7.089923,79.832094
OUT_00240,valid,6.870936,79.989787
OUT_00241,valid,6.786877,80.031256
OUT_00242,valid,6.991085,79.903765
OUT_00243,valid,7.186744,80.090663
OUT_00244,valid,6.732813,80.046454
OUT_00245,valid,6.700515,79.847681
OUT_00246,valid,6.925694,79.849087
OUT_00247,valid,7.119974,80.031847
OUT_00248,valid,6.775529,79.9297
OUT_00249,valid,7.18226,80.028028
OUT_00250,valid,7.14705,79.868986
OUT_00251,valid,6.981375,79.94146
OUT_00252,swapped_fixed,80.032979,7.134312
OUT_00253,valid,7.01311,79.839373
OUT_00254,valid,6.792729,79.938629
OUT_00255,valid,6.82377,79.967524
OUT_00256,valid,6.834497,80.039268
OUT_00257,valid,6.736223,79.917748
OUT_00258,valid,7.047491,80.058037
OUT_00259,valid,7.074581,79.843777
OUT_00260,valid,7.009078,80.010739
OUT_00261,valid,6.736208,79.960273
OUT_00262,valid,6.878901,79.896628
OUT_00263,valid,7.100293,79.860045
OUT_00264,valid,6.76211,80.068866
OUT_00265,valid,6.970648,80.012718
OUT_00266,valid,7.006129,79.94532
OUT_00267,valid,7.108649,79.935695
OUT_00268,valid,6.740815,79.818106
OUT_00269,valid,7.007871,79.898705
OUT_00270,valid,6.916828,79.813098
OUT_00271,valid,7.198167,80.092438
OUT_00272,valid,6.736099,79.809196
OUT_00273,valid,7.18039,79.924772
OUT_00274,valid,6.952422,79.96299
OUT_00275,valid,7.062629,79.946001
OUT_00276,valid,7.027505,80.09764
OUT_00277,valid,7.011483,79.989468
OUT_00278,valid,7.154516,79.853905
OUT_00279,valid,7.127193,79.947683
OUT_00280,valid,6.957409,79.90777
OUT_00281,valid,7.184706,79.87744
OUT_00282,valid,6.765437,80.090946
OUT_00283,valid,6.784879,79.955932
OUT_00284,valid,6.924717,79.976365
OUT_00285,valid,6.718336,80.020921
OUT_00286,valid,7.052693,79.933911
OUT_00287,valid,6.75596,79.880925
OUT_00288,valid,6.719672,79.836633
OUT_00289,valid,6.953617,79.812472
OUT_00290,valid,6.70247,80.085544
OUT_00291,valid,6.827112,79.956519
OUT_00292,valid,6.714987,79.892379
OUT_00293,valid,6.794175,80.019249
OUT_00294,valid,6.827653,79.99849
OUT_00295,valid,6.948587,79.985354
OUT_00296,valid,7.165474,80.006858
OUT_00297,valid,6.896932,79.99537
OUT_00298,valid,6.859056,80.059932
OUT_00299,valid,6.983508,80.021535
OUT_00300,valid,6.919086,80.070413
OUT_00301,valid,7.108917,79.836063
OUT_00302,valid,7.015104,79.98295
OUT_00303,valid,6.924347,79.871263
OUT_00304,valid,7.001724,80.000464
OUT_00305,valid,6.971182,80.085444
OUT_00306,valid,6.754459,79.844698
OUT_00307,valid,7.082442,80.043896
OUT_00308,valid,7.111197,79.929259
OUT_00309,valid,7.163517,79.81808
OUT_00310,valid,6.942936,79.877033
OUT_00311,valid,6.990466,79.826888
OUT_00312,valid,6.906775,79.836566
OUT_00313,valid,6.962582,80.012714
OUT_00314,valid,6.912264,79.826112
OUT_00315,valid,7.016576,80.085421
OUT_00316,valid,6.996769,80.038123
OUT_00317,valid,7.119931,80.070007
OUT_00318,valid,7.065979,80.055352
OUT_00319,valid,7.01193,79.93553
OUT_00320,valid,7.131399,79.865022
OUT_00321,valid,7.003547,79.964009
OUT_00322,valid,6.948383,80.096336
OUT_00323,valid,6.921358,79.933737
OUT_00324,valid,7.109354,79.980966
OUT_00325,valid,6.73971,79.825697
OUT_00326,valid,6.813328,79.906499
OUT_00327,valid,7.100178,79.870114
OUT_00328,valid,6.966479,79.8973
OUT_00329,valid,7.03092,79.967335
OUT_00330,valid,6.981148,80.087288
OUT_00331,valid,6.785239,79.922843
OUT_00332,valid,6.850427,80.094371
OUT_00333,valid,6.899658,79.845725
OUT_00334,valid,6.821828,80.001468
OUT_00335,valid,7.004243,79.952052
OUT_00336,valid,6.831556,79.908041
OUT_00337,valid,6.852762,79.919094
OUT_00338,valid,6.780882,80.035883
OUT_00339,valid,6.804255,80.079179
OUT_00340,valid,7.037152,79.959744
OUT_00341,valid,6.85234,79.824276
OUT_00342,valid,6.87305,80.092683
OUT_00343,valid,7.131007,80.076827
OUT_00344,valid,6.787419,79.95077
OUT_00345,valid,6.760881,79.94347
OUT_00346,valid,7.182911,79.929749
OUT_00347,valid,6.838876,80.055435
OUT_00348,valid,6.776012,79.818405
OUT_00349,valid,7.197433,79.817334
OUT_00350,valid,6.771125,79.836415
OUT_00351,valid,7.009026,79.989957
OUT_00352,valid,7.011948,79.958112
OUT_00353,valid,6.902399,79.996223
OUT_00354,valid,6.788444,79.916124
OUT_00355,valid,6.90929,80.037101
OUT_00356,valid,7.009474,79.89705
OUT_00357,valid,6.732308,79.81279
OUT_00358,valid,6.949667,79.879806
OUT_00359,valid,6.821739,79.995513
OUT_00360,valid,6.896197,80.086867
OUT_00361,valid,7.171416,80.042665
OUT_00362,valid,7.090585,80.04754
OUT_00363,valid,7.018335,79.98418
OUT_00364,valid,7.068717,79.953667
OUT_00365,valid,7.058162,79.821625
OUT_00366,valid,6.893798,79.938584
OUT_00367,valid,7.091921,79.906452
OUT_00368,valid,6.710472,79.824652
OUT_00369,valid,7.187995,80.000205
OUT_00370,valid,6.734627,80.087948
OUT_00371,valid,6.762617,79.942301
OUT_00372,valid,6.960384,79.98495
OUT_00373,valid,6.812308,79.91165
OUT_00374,valid,6.781842,79.882137
OUT_00375,valid,6.706357,80.097725
OUT_00376,valid,7.123257,80.075678
OUT_00377,valid,7.189199,80.024458
OUT_00378,valid,6.86003,80.025956
OUT_00379,valid,6.782407,79.839519
OUT_00380,valid,6.952926,80.052211
OUT_00381,valid,6.95418,79.889265
OUT_00382,valid,7.018146,80.028336
OUT_00383,valid,7.070856,80.064435
OUT_00384,valid,6.855464,80.022704
OUT_00385,valid,6.877692,80.035138
OUT_00386,valid,7.11634,79.803309
OUT_00387,valid,6.863466,79.844666
OUT_00388,valid,6.884155,79.934583
OUT_00389,valid,6.895763,79.923787
OUT_00390,valid,6.79066,79.916302
OUT_00391,valid,7.021163,79.819456
OUT_00392,valid,6.943299,79.979811
OUT_00393,valid,7.018245,79.8447
OUT_00394,valid,6.804921,80.047539
OUT_00395,valid,7.067753,79.870757
OUT_00396,valid,7.083294,80.020085
OUT_00397,valid,7.018089,80.035695
OUT_00398,valid,7.07361,80.021996
OUT_00399,valid,6.881118,79.900353
OUT_00400,valid,6.99324,80.009301
OUT_00401,valid,7.126364,79.867662
OUT_00402,valid,7.101322,79.937456
OUT_00403,valid,6.724921,80.071174
OUT_00404,valid,6.72864,79.867567
OUT_00405,valid,7.178307,79.820687
OUT_00406,valid,6.837806,80.036138
OUT_00407,valid,7.122395,79.880442
OUT_00408,valid,7.00985,79.968598
OUT_00409,valid,6.873672,80.06995
OUT_00410,valid,6.763994,80.064641
OUT_00411,valid,7.06541,80.094389
OUT_00412,valid,6.982665,79.93918
OUT_00413,valid,6.791508,79.806611
OUT_00414,valid,7.041877,79.963532
OUT_00415,valid,6.733834,80.012351
OUT_00416,valid,7.123459,79.928589
OUT_00417,valid,7.034511,79.938689
OUT_00418,valid,6.731137,79.953751
OUT_00419,valid,6.948628,79.901933
OUT_00420,valid,7.077054,79.805384
OUT_00421,valid,6.827747,80.083991
OUT_00422,valid,6.976257,79.828246
OUT_00423,valid,6.948906,79.831642
OUT_00424,valid,7.087806,80.089343
OUT_00425,valid,6.988797,79.990375
OUT_00426,valid,6.966514,79.847386
OUT_00427,valid,6.88155,80.069156
OUT_00428,valid,6.801008,79.855267
OUT_00429,valid,6.856581,80.039578
OUT_00430,valid,7.069865,79.8959
OUT_00431,valid,7.062593,79.896903
OUT_00432,valid,6.764913,80.006058
OUT_00433,valid,7.145129,79.823822
OUT_00434,valid,6.848245,80.075462
OUT_00435,valid,6.935584,80.046491
OUT_00436,valid,7.139911,79.95763
OUT_00437,valid,6.819937,79.842592
OUT_00438,valid,7.006889,79.930652
OUT_00439,valid,7.121869,79.876192
OUT_00440,valid,6.85746,79.801145
OUT_00441,valid,7.195871,79.821801
OUT_00442,valid,6.852655,79.863793
OUT_00443,valid,7.079624,80.071082
OUT_00444,valid,7.032492,79.878086
OUT_00445,valid,6.784541,79.916928
OUT_00446,valid,6.8902,80.09304
OUT_00447,valid,7.159038,79.884011
OUT_00448,valid,7.049658,80.051838
OUT_00449,valid,6.852376,80.048818
OUT_00450,valid,6.760124,79.820502
OUT_00451,valid,6.850633,79.979507
OUT_00452,valid,6.724071,80.070868
OUT_00453,valid,7.146151,79.855599
OUT_00454,valid,6.842645,79.928755
OUT_00455,valid,6.960723,79.819092
OUT_00456,valid,6.746929,80.072888
OUT_00457,swapped_fixed,80.008335,6.712571
OUT_00458,valid,6.870408,79.849447
OUT_00459,valid,6.995849,80.01079
OUT_00460,valid,6.892256,79.9463
OUT_00461,valid,7.071797,79.95188
OUT_00462,valid,6.880927,79.941748
OUT_00463,valid,6.934821,79.93514
OUT_00464,valid,6.923734,79.942287
OUT_00465,valid,6.703832,79.865721
OUT_00466,valid,6.931426,79.931562
OUT_00467,valid,6.898508,79.826128
OUT_00468,valid,7.139931,79.972434
OUT_00469,valid,6.925299,80.078828
OUT_00470,valid,7.141129,80.001283
OUT_00471,valid,7.111895,80.086518
OUT_00472,valid,6.701052,80.015272
OUT_00473,valid,6.828347,79.999588
OUT_00474,valid,6.998161,79.964875
OUT_00475,valid,7.074925,79.923803
OUT_00476,valid,6.99683,79.803039
OUT_00477,valid,7.136849,80.017192
OUT_00478,valid,7.114509,80.097379
OUT_00479,valid,6.924427,79.825318
OUT_00480,valid,6.808026,79.939982
OUT_00481,valid,6.914966,80.00189
OUT_00482,valid,6.995143,79.867884
OUT_00483,valid,6.915493,79.89566
OUT_00484,valid,7.044203,79.912366
OUT_00485,valid,6.872939,79.846338
OUT_00486,valid,6.703355,79.915762
OUT_00487,valid,7.12357,79.959326
OUT_00488,valid,7.186013,79.868546
OUT_00489,valid,6.749651,79.862659
OUT_00490,valid,6.856603,79.844119
OUT_00491,valid,6.885198,79.912441
OUT_00492,valid,7.113354,80.095204
OUT_00493,valid,6.715469,80.091223
OUT_00494,valid,6.976856,79.962511
OUT_00495,valid,6.851167,79.8778
OUT_00496,valid,6.835124,80.089925
OUT_00497,valid,6.991492,80.099914
OUT_00498,valid,6.900889,80.098155
OUT_00499,valid,6.930723,80.019245
OUT_00500,valid,6.766186,79.977904
OUT_00501,valid,7.134985,79.839196
OUT_00502,valid,7.040378,79.940035
OUT_00503,valid,6.931338,80.094296
OUT_00504,valid,6.842892,79.860967
OUT_00505,valid,6.881134,80.017715
OUT_00506,valid,7.113759,80.029358
OUT_00507,valid,6.754632,80.056189
OUT_00508,valid,6.85595,79.876814
OUT_00509,valid,7.163191,79.805735
OUT_00510,valid,7.046266,79.840331
OUT_00511,swapped_fixed,80.019915,6.866704
OUT_00512,valid,7.19891,80.003046
OUT_00513,valid,7.068935,80.050243
OUT_00514,valid,7.110963,80.042755
OUT_00515,valid,6.744302,79.946288
OUT_00516,valid,6.733005,79.904646
OUT_00517,valid,7.048878,79.801827
OUT_00518,valid,6.738431,79.950187
OUT_00519,valid,6.736451,79.920862
OUT_00520,valid,7.101741,80.078768
OUT_00521,valid,6.938218,79.867809
OUT_00522,valid,6.878907,79.994345
OUT_00523,valid,6.926973,80.04643
OUT_00524,valid,6.931586,79.870396
OUT_00525,valid,6.960085,79.842863
OUT_00526,valid,6.779312,80.064598
OUT_00527,valid,6.901223,79.830824
OUT_00528,valid,6.838085,80.012093
OUT_00529,valid,6.870185,80.082135
OUT_00530,valid,6.764965,79.969495
OUT_00531,valid,7.171492,79.926715
OUT_00532,valid,6.758011,79.812688
OUT_00533,valid,6.702182,79.850086
OUT_00534,valid,6.83922,79.83888
OUT_00535,valid,6.937703,79.990302
OUT_00536,valid,6.950201,79.929819
OUT_00537,valid,6.884907,79.815707
OUT_00538,valid,7.125174,79.863598
OUT_00539,valid,6.80787,80.003344
OUT_00540,valid,6.762862,80.021129
OUT_00541,valid,7.056603,79.859765
OUT_00542,valid,7.111655,80.034605
OUT_00543,valid,6.820944,80.073321
OUT_00544,valid,6.715711,80.02086
OUT_00545,valid,6.704962,79.939229
OUT_00546,valid,6.855932,80.032197
OUT_00547,valid,6.762775,79.805084
OUT_00548,valid,6.832791,79.805266
OUT_00549,valid,6.874048,79.911522
OUT_00550,valid,7.139628,80.002674
OUT_00551,valid,6.845572,79.862128
OUT_00552,valid,7.168689,79.980988
OUT_00553,valid,6.728922,80.087337
OUT_00554,valid,6.972241,80.088831
OUT_00555,valid,7.009867,80.068823
OUT_00556,valid,6.773481,80.043337
OUT_00557,valid,6.872596,80.075246
OUT_00558,valid,7.045,80.007029
OUT_00559,valid,6.722282,79.924693
OUT_00560,valid,7.174536,80.088693
OUT_00561,swapped_fixed,79.854092,6.97343
OUT_00562,valid,6.940667,80.069302
OUT_00563,valid,7.126892,79.872593
OUT_00564,valid,7.19741,80.013517
OUT_00565,valid,6.929482,80.075816
OUT_00566,valid,6.707095,80.048817
OUT_00567,valid,7.180068,79.956438
OUT_00568,valid,7.127111,80.031927
OUT_00569,valid,6.78135,79.969526
OUT_00570,valid,7.117704,80.035326
OUT_00571,valid,6.860835,80.054413
OUT_00572,valid,6.940445,79.99873
OUT_00573,valid,7.159766,80.097977
OUT_00574,valid,6.896229,80.026279
OUT_00575,valid,6.878561,80.036265
OUT_00576,valid,7.028316,79.87212
OUT_00577,valid,6.71376,80.051945
OUT_00578,valid,6.774089,80.003865
OUT_00579,valid,6.981662,79.928251
OUT_00580,valid,6.915051,80.071127
OUT_00581,valid,7.090183,79.942901
OUT_00582,swapped_fixed,79.888708,6.827655
OUT_00583,valid,6.734504,80.082235
OUT_00584,valid,7.117913,79.899657
OUT_00585,valid,7.112394,79.954698
OUT_00586,valid,6.912614,79.811271
OUT_00587,valid,6.995216,79.818399
OUT_00588,valid,6.801789,79.803027
OUT_00589,valid,6.795559,79.893025
OUT_00590,valid,7.124213,79.926789
OUT_00591,valid,6.826407,79.881432
OUT_00592,valid,6.902876,79.866147
OUT_00593,valid,6.890345,79.924341
OUT_00594,valid,7.090316,79.975132
OUT_00595,valid,6.880855,80.084763
OUT_00596,valid,6.751258,79.954156
OUT_00597,valid,7.113753,80.009163
OUT_00598,valid,6.762563,80.055141
OUT_00599,valid,6.771085,79.864018
OUT_00600,swapped_fixed,79.968622,7.063528
OUT_00601,valid,6.94125,79.952002
OUT_00602,valid,6.705709,80.01111
OUT_00603,valid,6.97949,79.950326
OUT_00604,valid,6.914798,79.89265
OUT_00605,valid,6.976354,79.918966
OUT_00606,valid,7.038576,79.987509
OUT_00607,valid,7.098341,79.87514
OUT_00608,valid,7.153044,79.803647
OUT_00609,valid,6.853388,79.905888
OUT_00610,valid,7.138992,79.981651
OUT_00611,valid,7.042722,79.899737
OUT_00612,valid,7.020867,80.001444
OUT_00613,valid,7.000551,80.097109
OUT_00614,valid,6.70574,79.935035
OUT_00615,valid,7.189479,79.966649
OUT_00616,valid,6.873262,79.919284
OUT_00617,valid,7.070081,79.98921
OUT_00618,valid,6.99768,79.851633
OUT_00619,valid,6.746033,79.979713
OUT_00620,valid,6.707555,80.089505
OUT_00621,valid,7.036028,79.975067
OUT_00622,valid,6.787041,79.83512
OUT_00623,valid,7.169529,79.802005
OUT_00624,valid,6.725244,79.988246
OUT_00625,valid,6.925127,80.087274
OUT_00626,valid,7.188503,79.830568
OUT_00627,valid,7.145029,79.82529
OUT_00628,valid,6.956363,79.931515
OUT_00629,valid,7.018844,79.872607
OUT_00630,valid,6.725009,80.073456
OUT_00631,valid,6.82378,79.818758
OUT_00632,valid,7.036436,79.824345
OUT_00633,valid,7.111492,80.079813
OUT_00634,valid,6.956806,79.876007
OUT_00635,valid,6.885556,80.07623
OUT_00636,valid,7.132597,80.074577
OUT_00637,valid,6.927173,79.989074
OUT_00638,valid,6.949716,79.960508
OUT_00639,valid,7.112372,79.887715
OUT_00640,valid,6.995116,79.92229
OUT_00641,valid,6.840519,80.013888
OUT_00642,valid,6.779746,79.848139
OUT_00643,valid,7.073388,80.01617
OUT_00644,valid,6.844594,79.892942
OUT_00645,valid,6.878443,79.906137
OUT_00646,valid,7.176408,79.898023
OUT_00647,valid,6.859304,80.071068
OUT_00648,valid,6.796932,80.057645
OUT_00649,valid,6.930922,79.924355
OUT_00650,valid,7.036823,79.853776
OUT_00651,valid,6.782642,79.800598
OUT_00652,valid,6.848393,79.962411
OUT_00653,valid,7.140831,79.836449
OUT_00654,valid,6.805947,79.893301
OUT_00655,valid,6.867837,80.024817
OUT_00656,valid,6.914472,79.962272
OUT_00657,valid,6.950056,79.923587
OUT_00658,valid,6.757697,79.981691
OUT_00659,valid,6.956142,79.834286
OUT_00660,valid,6.953903,79.925781
OUT_00661,valid,7.036623,79.922436
OUT_00662,valid,6.826636,79.802994
OUT_00663,valid,7.110694,80.052998
OUT_00664,valid,6.925647,79.855033
OUT_00665,valid,6.73785,79.916348
OUT_00666,valid,6.733487,80.063205
OUT_00667,valid,6.733282,79.994495
OUT_00668,valid,6.916736,80.099155
OUT_00669,valid,6.87526,79.91176
OUT_00670,valid,6.884741,79.813596
OUT_00671,valid,6.808834,79.998505
OUT_00672,valid,7.086405,79.964526
OUT_00673,valid,6.974016,79.956322
OUT_00674,valid,6.770162,80.001347
OUT_00675,valid,7.145205,80.024993
OUT_00676,valid,7.027066,80.066738
OUT_00677,valid,6.853452,79.924491
OUT_00678,swapped_fixed,79.979931,6.792686
OUT_00679,valid,7.072877,79.967378
OUT_00680,valid,7.110915,79.997853
OUT_00681,valid,7.018381,80.02447
OUT_00682,valid,6.931557,79.883537
OUT_00683,valid,7.030984,80.044482
OUT_00684,valid,7.086831,80.024352
OUT_00685,valid,6.832002,79.924572
OUT_00686,valid,7.033424,79.896908
OUT_00687,valid,7.15048,80.098847
OUT_00688,valid,6.988351,79.820177
OUT_00689,valid,7.074092,80.042
OUT_00690,valid,6.720175,79.923357
OUT_00691,valid,7.12459,79.921804
OUT_00692,valid,6.707871,79.805145
OUT_00693,valid,7.11856,79.985858
OUT_00694,valid,6.901167,79.917178
OUT_00695,valid,7.038063,79.841531
